inputName,size,a[size][size],b[size][size]
values_83,5,"[[-4947298436216225373, 5777594109028667863, 2935094282456480300, -7004490942176456176, 8131483141868431896],[4458679118872856267, -5934326770479847215, -6523519182541319159, 4623937010140384890, -9077669199230370272],[2812368344270112969, -65684878887860660, 1555403685763781430, 5082759977055831661, -4949880742459358931],[-5823671117383199539, -4658298158621122578, -7257727985426163137, 8062540507870623933, 3322448296407700397],[-6235418463538858191, -3164982127005274232, 3086846148223911567, 7912216959127923203, -7199093919373484003]]","[[3270117849863884470, 3935296557965529181, -838859944519244646, -5344845070874484679, 2439537604987694737],[8025983400497028616, -1840221740644941820, -728904845588440919, -7227671260172305999, 1878772203438981453],[665965201902121673, 3185895101647341979, 3132736826368780637, 1657879851677204815, 1894721376089286960],[-4848994889514100101, 4321539824040434619, 2340433809530097283, 8018838139941226766, 2998394509237685318],[4353252188099556148, -8939895899111660444, 8203747387112036569, 8066393667810749460, 2030677025987508651]]"
values_94,8,"[[1670440103733632458, -5007755707760218870, -4075163555730443856, 1297416464248224278, -1656955120957025986, 2288808545829149199, 7109313774665903811, -4799891663565351983],[-7034113024860601809, 8993032341961401250, -685437947227503812, 6337219399016648019, 8028144695099586364, -7426962694934460060, 7094579967481416333, 3372090077194253526],[7365093034627395234, 6105695939773208175, 7574025783910630793, 2604604989203307669, -3193235309867799457, -3551175117196290321, -1737032260046446017, 7963200564771049404],[-7817090547262271779, 4473449804799001359, 8865002875426206976, -4656433714727786881, 9222112206420588202, 5092767741356416343, -4796744308578845101, -1191349933318003952],[933885094837265822, -6441514269430753515, -7124971546599907723, -637175673457705094, -3666581048454013335, -7891096682533141414, 7069265588049251555, -7606605781153593069],[4791377271952988785, -5560513175612956063, -2510319106554794808, 7096465477990265454, -7181445762028961144, 9219405937107898130, -6248990450835347004, 8518142523110545108],[-1189151494793328447, -541767044728658642, -2023994083248470445, -5029057459615107773, -6545884005255030642, -9130574168617686465, -4976055777155148052, 8300798362344903033],[-504557359093217883, -1150726041912966422, 3722452997560525350, 7651710257768643414, 671300839267931802, -3119992992583838008, 6334477732690337749, 568269882210678596]]","[[8773804117376166015, 7796446102600327198, -2918716876479256309, 2933855358143456873, -1383066820967692496, 2016876082156025508, 7122516916928683573, -1257239644345315676],[3937453733117069780, -8582700586448739912, -7489667521865379807, 7499785544007341318, -7389939962256334415, -4519892974557367949, -6306451606880563034, -1590884395641260324],[-6735587124391524036, -513267671475858060, -4044058674161004892, 3535756095797150343, -9011333306805457552, -2413774166203380671, -7168165502870231442, 6933405435203568307],[646927668307408555, -8695588060304186717, 1993422346694982115, 6550556150836953442, 5310171212072714823, 405543389816833755, 4542783675866841275, 8242958735457558345],[2333691860229894291, 6375651704188550048, 6449855353630673979, 2199560652303576677, 7919458887621022655, 1810874823888345076, -6352445731235324029, 5209908235549120480],[2955032631734277990, -4036555708158808164, -3107312273212362714, -4418846060237466055, 7207956629604455615, -7327721621710368670, 5259975664104692192, -3589821892943815054],[-7963566062291836370, -648270706654341598, 4037851133008406845, 4741422068187513280, 964625771378169408, -7957307576136069447, 7921452139536954894, -5615360246908541867],[-1564394798207421056, -5308201340044281826, -2946634096816415126, -4166259565388137053, -6426475091695951512, -5647386081762902538, 1698855065831570060, 2966003201453802869]]"
values_0,3,"[[3376138140680939200, 6498254327602357670, -5772344008231342985],[-3120425300272697757, 2449353175266701094, 3944793957022050689],[2904487244169342755, -8224746147484799963, 2849003125874277395]]","[[-8267804627942700896, 4219950981118393854, -1423986811128190323],[2193379349939771359, 3639137510884401076, -4851374785326995761],[-427011326219930257, -6275070739196197233, 5991635530666645771]]"
values_99,5,"[[2731099058416591055, -2412541115776288417, -4816606675070459064, 971181605463032450, -4935305042901899533],[-7341406551103709948, 1048813381300900493, -2199114901967733187, -5761735779707277119, 8802444681488321871],[2014652231745669025, -6257544672233194333, -6502501322800061549, -6265508484720551435, 2766937716295987162],[-950225578686416047, -8262104801734039963, -5195383839111934683, -8711001869327460007, 4746075980441543158],[4070106606564191505, 155258933947004717, -1432430500149137391, -4937463183170114962, -4981898586414116509]]","[[8840868714216883295, -4073376939273499184, -3315709732968203795, 1087542531146421640, 3961357543474925139],[-167579762137374487, 2711709286788758767, -4327788627565502281, -720210669972715818, 7957887746305134747],[-513177593142592974, -9012300997053994757, -3714904857698246290, -6496378766954384386, 907310318899634143],[-462774260365094052, -7735756372337012796, -3391147557010741678, -3135004232837082861, 3916325485405309063],[5423814597025450185, 1567016556534609252, -6176274190103212626, -170421452433566028, -5560891872438882428]]"
values_96,5,"[[-74336413367860160, 1507383709280311492, -5568974340219806838, -2313804183972012372, 6713572835400838499],[-3651412835275064675, 3330174911255919231, -2758082364499363364, 7570537598497193718, -3314436784643527258],[-4838000063416691517, -4393690526985324895, -1963471958945158132, -8212490809210801696, 1893181978787795051],[2228342475809541168, 7804388322689695355, 8855419691869134501, 2615527684410408785, -4835924926636540395],[7680173077648645873, -1004974860098433881, -2388272722806987555, -7348397184364485411, 259900303502472352]]","[[-1679716003454639868, -291951406958414464, -1943933842540463723, -8577225193373478458, -7385858784330862257],[-7118712074420398692, -3436470772423783815, 8139610742273663856, -3726403169281884606, 3491146888669575132],[6518619541602597412, 4479252743586460814, 7298376884512989377, 5303372374142748396, 3711717137705267012],[1864797151894599767, -3056151862894509750, -3980573360039601850, -5412672989935210949, 4197325891607563265],[3205317034042379925, -1813548221655673473, -7222554453391660470, -4932239970910200901, 5041460008798317779]]"
values_67,3,"[[6757334705862964587, -2310897681003350024, -6499725406731047428],[2973128670355515057, 5130689165951076397, -2321622038780615421],[-5788664583809031171, 6996329569455835596, 1061318226005530195]]","[[-3029272169249532236, 9126841233979818884, 6803392004748881946],[4922047122253172052, 7940131949824155895, -7489392742583479528],[-3931814915968614693, 418512217179237094, -7962271413033728511]]"
values_61,3,"[[5229338348271704919, 7214504708481587443, 4825429845531159595],[-8311589866498585089, -7534520315397008933, 5280389562803431300],[-3917964456118947406, -4697647488566201446, 7791692806236215138]]","[[4729612796046491018, -7751577599017134603, 6876580712965798892],[2156457609304817230, -8327539948776053557, -2920695748714290851],[-4409406251394262811, 5277069086835274082, -6322399572589760488]]"
values_43,6,"[[3659940815946604520, -5404860870595844985, 1315865097252190999, -1920227396452780393, -7987103530950846503, -5401011742567797176],[-5099054341284211202, 8728496900395250761, 3655849239992643533, 7428116359541506280, -8780931768299306475, 7991806628170804982],[-2401781922848445387, 6078031691637420999, 288278526681697787, 3513817554830916422, -3438822317137877075, -517255599540978582],[-5564924352838567213, 8547185952553974137, -6418843472314644499, 7411297434012953609, 2626603193132365401, -7577985768822393175],[6630635541292142579, 4935254344421839120, -516253605731054792, -1288133200675579502, 4251581213944318402, 6938773713792563468],[-7479172918177427930, 5774728445346750614, -8008644767855872868, -5568608089133948542, -3639944681244350387, -2026176326942044578]]","[[-8926069293874792589, -6683241752096852195, -2087665855409752686, 1756134979505136185, -7455304831121599728, -1736137229021321048],[-1331648871941254231, 9198114191690610692, 6516880934437792321, 3330676070144069382, 9222989625961393973, -1973186836396701550],[3837875069140309772, 6451165981627390143, 7658371321440235066, -8742820629020794562, 5908143207615718924, -8226153570518432731],[-8721381276453084251, 451502231017141124, 1460522225954721126, 5563366256849075682, 7511275423233765027, -6554298814891524961],[-5088233551879674474, -8205591983728265308, -7357702248638456684, -33161026091288189, 2600916713865696548, -8684010683793362727],[-8517290527295317192, -6256668718538458671, -1718005203175306828, 5707339883077324103, 3255021478079873920, 2219517028217951852]]"
values_2,4,"[[6422223219513049532, -7738859511041582537, 8485347415938839043, 5336447448999094744],[9095115677035546193, -3244689557184461839, 6385908574189462261, 5878434015449595302],[-1001340337005268754, -5017201693645277492, -8110652981463534602, -8360249196076406624],[399942243215530613, -7611007390697649992, -9056174044765867353, -1042079387726318976]]","[[2576235851160424319, 6138554105316268281, -5716363611172351170, 8788110511921917204],[-114621804618244562, -3651473543376662974, -3351231881023374411, -408057205868546750],[-1098949483970906291, -3753323822742472552, -1156397412819160515, 8096425709641773986],[-3131188846165297518, 3660490186523000857, 3720193098969392364, 2096395418501601573]]"
values_54,8,"[[-6470311074878345098, -1932087041991714866, -2438535485115073710, 889127183263573562, -543666776204756555, -4231802324981775443, 1166907439739631749, 7419183737466441008],[-8775228870971360512, -5184785851914962384, -3524018984488663674, -7755067189857470037, -2697953497107231561, -7610250370388832986, -4373746484837687500, -2621422028742520376],[-6486737326050407281, -710878519365041520, -8689567953590402870, -8886851987040315668, 7839711149356491522, 8289657442261720959, -4991260805112478202, -656713733029636829],[7361523794194835255, 5529283358837135514, -3648775078781093316, 8194198299121039202, -8422006223582075478, -6283571488603780459, 8409956910417454816, -2112777738769157937],[1933241173217837668, -1048317809018120408, 2397674930587483770, -2161510842486184025, -1176963825877712347, -7300150833678021227, -4175136978961034399, -2669673826629340696],[1055035054024080064, 5789249639689933648, 4129747549527240650, -6639846330161057322, -1831718332680161980, 9000692426291236907, -5662993248883105524, -9137066189493926473],[-5987243797198950782, -1649487926104532269, 3817435738153613320, -5287652653341614556, 2135773799053500182, -6922563161059299576, 7760679575833205200, 7556864446504006483],[6566334075451199100, -9156273254974530773, 7102061832658022862, -2976012206778899574, 5509865394348920494, -98155218806470467, 521717057899577810, 7000302779873350578]]","[[-3726047578585342071, -730139097804527767, 2473024115094303213, 1082379283778908205, -1328672841899599531, -3736510409647518883, -9004230112707549094, -5886152478134055486],[4574849871043257588, -1610041462768170548, 886241711902679900, -8406761614644133952, 676187087133371469, 8635637629385257979, -2109893136218180820, 5511366482501598899],[1642135812890150278, -4367011924280447962, -3615747398905205665, -3234529507948431565, 8199366570579384980, 171386874871610670, -8149378520100377639, 4639600144496820537],[5859695071185322385, 2544318293179749682, -2598329836783526097, -4551346676883169524, -9207251070514920271, -7140833353602401597, -490632343886355350, 5008867041717258479],[9218171916515809586, 422173540328041295, -4054983373676868717, 2021024433230398539, 5868128132205439509, 7907853089358122994, -2508017672594196422, 123175253152865280],[-6960264173154930154, -4039993390046502300, 8200023526563914468, -3412287497693845066, 5986503489120755035, -4798764755072239878, 3661139175977541850, -6345014383325542282],[-4695954871246298697, 577794172762043048, -8484490029789020351, -4271447123213597266, 2923218758632293826, -1563482381330719228, 438697340657424469, 8124650246881167466],[-8245246342570707492, -3211790025402468583, -2288340164736569994, 4826099454994168699, -3639405503924626723, -3540063627689960664, 3259775142895011982, -2657607923984472643]]"
values_30,5,"[[4127453296710797249, -7953940856932036025, 4237205038117853399, -4458083728335122902, 7168582562295699295],[-6786615428002083226, 7167281612190825010, 1397373413692222177, 2094447775528794557, 1112391991146121640],[8991556232621427933, 8481096373188472744, 8068061461863096573, 3732881788928663890, -1336433150455057781],[-6000815621083875689, -8028833224481938460, 3007158020151871156, -5168099733943165412, -2474672193860187463],[1436563828578265193, -5620515466161632164, -5943351265309422859, 3455179147091343676, 4295396790257582676]]","[[-7059769006183177443, 3611405821925220632, 7649547557103615950, 3303712163471097680, -5565707114859425863],[-1984948283488700215, 4566684380436022532, 4366860288445935861, -4618250045778174104, 6551513592377947158],[3517168640660424056, -3281442871208693937, 6724083753671237836, -6807728703608822727, 7315610704134994538],[9107579953917819875, 7902677669759554658, 6600319910668161825, 1858338719820921490, -945248714969281227],[4604049552864765696, -2058213619165885105, -8538201458430544923, -3573569616389016847, 6555015968356442393]]"
values_59,4,"[[4040221038850719208, -3368035900991216878, 4201857633390595662, -4025004328253931258],[2003418246768514819, 5379351385485600873, -8674906121364530005, 1501369565362950019],[-3271982936444437576, 454676651441466583, 6972045783745447361, -8985042006263860933],[4583034862497375655, -7873485306458317491, 4808733985443836555, 4089530786814453454]]","[[7855789856700360799, 4576653494112776959, 716851713955358627, -3402654654270462856],[-212794366381005570, 2736510462165914089, 1788253288712101047, -5733271588460779958],[-3095906523767173828, 7265266300402224180, -5208262327119439037, 6922490698664129666],[6911757058820519921, 765991364786515432, -8815914297877746300, -1787056663590199349]]"
values_85,7,"[[1253706531723067487, 3652287990176801001, -589725379149113999, 1972554096702192600, 377175337962950765, 9183796540706117366, 2509833169221362640],[7705761333035105435, 7019470783141898783, -1337841523228068482, -1039007054315314260, 2170282558249920697, 4258534870789985435, 4887618994500305253],[-2027570975648643599, -8376620263483925266, 3391369157772878073, 2990335472565695501, -6652680948245967540, -5629560622517972329, -6207780712631819460],[-188697661317660784, 586195303967837028, -7581200134304942757, 2485906046523040449, 534108257256804413, -5790793301168706390, 4024585713962298136],[3591301289614560444, -3405633782636897197, -5698672502437330146, -2254963435611375544, 3370978042442638512, -3397392793639953226, 7256128634990640659],[-1237515275302847923, -5636430059533311540, -6036327925711798641, -5127774248309793243, -8042087782136700523, 4695364192710810111, 125992106755648221],[-2114631010535184592, 8830027978952051632, 8582158727035074637, -7862409044380560791, -7576274012217783398, 6954247395763761488, 6974551238117286605]]","[[5080807527754961593, -6101966287125322271, -5114367106166873800, 4148291163818900304, 8051723378355014535, -8570675759261286568, 5605672605447887010],[18246037826276505, -424790960513550136, 2100940987355596593, 1211554556511779287, -1206392015327724562, -3056790443556068135, -1144096462355850097],[4683303078620788033, -7373853466528752770, 91884976474994124, 3390237752300372559, 5992402741782885457, -8235900577222169500, 733977031737428612],[5589121388489203586, 3562333647566426131, -3500553202776195562, 9092989667042620229, -4469187013112150718, -8316822399815959681, 1183748771727284965],[-2601687022795429809, 3503448590122705015, -4427323647899903016, 1707026560655064870, -3662724985118447937, 7472045313115776810, -5607995402263674508],[4030450230692408214, -2679299064788673476, 4124059817001231516, 4885881551569132839, -7267854764148788994, -802882220586284815, 4363738645289608403],[7609682527759402600, 6334320846758306196, 8927783132576161386, -5432916780466053071, 6159033547434930108, -1640490570841100644, 995340948805532631]]"
values_74,3,"[[3156994285709167917, 5283576663492878696, -610760047210147523],[-5904508830838393871, 6682467623164180499, 7330568505993582426],[-765971028342523324, 3795753331947289826, -484527705804543900]]","[[4838161973132722801, 2929625291537323445, 3532261425478426009],[-5615970338751234519, 7119351377930044770, 7380433263112044821],[-1245910779525659961, -1528110690088436072, -6338053351660011469]]"
values_90,7,"[[7694385189644480749, 6905866588815318739, -898601733886535989, 4323345502769992020, 3781068907873036192, 1275190923613979053, -6100599819747588848],[7310548038290093437, -7667996527092178491, -3362118767601462594, -5106766413411965174, 7282335207396477555, 5369181497801679750, -4660396750982696051],[-294215094216986867, 2230878466177040019, -6034954425039367892, 1430103773435674223, 3534227399036298516, 4527008508168802142, 408091789536452030],[1027095994635277921, -5917546307757536774, 7291860777658844678, 6604388313969884144, -1286777762419033176, -5114399997627858127, 4541377275529227422],[4675499167900421381, 4668946976877742000, 4768166856470960644, -3771649756768761034, -4818605810707855664, 180435509208092841, 1233348097578753687],[7079295725305340854, 2872037700981004559, 6976812112798242509, 1151875063582191094, 8083042722552488502, -8039903184916686296, -4286854783895915930],[4845351596832105602, -8673127031842446361, -1989174113390203620, 5667012116162830019, 4039172525854789613, 8463444210698676818, 478711864234815797]]","[[-5603731490107185840, -7895237438261529480, 5304465926039686539, 7036444264099377539, 8963518456229910767, -3833878921718323510, 2861509578687503703],[-5587881266973225563, 945423842453643662, 3236806298839058537, -1229383876402394347, 2523410638751053187, 1276887074594393153, 5623585143595354835],[7675927222507715198, 7157482024575405566, 986229537347420868, 3855847062420501683, -2925304221988075230, -4547098747406862422, 2495282154359549478],[5464857413552028362, 1694110387246846675, -361993015518817925, 6961807647470214929, -8574130941251639129, -7592781135493740285, 127464584664441763],[8743031494489653791, 4542149070549816947, 6967706406580129076, -4331654529796699298, 7037193837859933908, 5892444355521453481, 7150159282975367982],[7423775825887567668, -4496009622506033266, 354428330327790476, 2132015090275913802, -5006040827219064654, -2390534775007074715, -3875630781326736252],[-2305389139045803695, 2037453505406241632, -7824359231716333320, -6712513521307145487, 5246500024607910042, -871387075222890491, 3988001908530142357]]"
values_18,2,"[[-4549070587284537085, -7059300675093563392],[785748743009401463, 2617561816092589010]]","[[-774796985215491799, 7804059639354799230],[5376152677175104635, 5477077372954892281]]"
values_52,4,"[[2739802910728301, 9091189381700688389, -1465033233802823954, -7082044242331071136],[-48913863896300499, 1720986986623047718, 6824022323367008119, 4089759949634320621],[-2955699719134657615, -1004859189246954679, -8527320334724795754, 8975711585513013009],[-5235069296160463059, -4382782968651448230, 486969492748710493, 904581705459826313]]","[[5911185884419806709, -7857864459100138452, 5653521915924668531, -6730576768376867726],[-6614319761952034937, -3583036037183574395, -8329854922228248349, 6968187450389779203],[-5927325853462380292, -802161848740681151, 8120970944347138343, 2377954120580071254],[-7992851646313322719, 8028961135936790048, -3217633034083162146, 6678949893189834368]]"
values_44,3,"[[-5485925321666279660, 2451134386463536925, -2960989851131032570],[-4831237919029465335, 8921370673667140760, -5750826332751698174],[-33650167770243500, -3257333897474340629, 3064381369830245769]]","[[982893411060314425, 3192685275585508595, 4185132265092264145],[3140879765270051447, 8172411999580012935, 4881033683281159342],[5966444270368156504, -682926404467415677, 8541820051800937816]]"
values_17,4,"[[-2613216095038311091, 1536946745330287600, -5001110359409009745, 5733157760052961428],[1794734114686877832, -6385531784043645012, 3953648096913714286, -4295569121160896166],[6032029533782598274, -5020283628488019022, -7166842663342061700, -8297395783775257247],[-1057089422857668482, 6308765079191499337, 4918791704386516093, 7595710477661413179]]","[[-67985854241103636, -6290587134693305717, -8635596784191172286, -737368338909229989],[-6601964140123206173, -341036235129681554, -3682724642850450116, 4831966326552287490],[5254306961004142193, 628619319179499419, 7550061512305841096, 4262849180405942778],[3649291383452348498, -7469398928434371125, 2805361136765337443, -6786959814148666905]]"
values_36,8,"[[-6168422142779417409, -7825914003336055730, -5449091230402243676, 7041049654152483782, 5302083560471078259, -8624605087248460088, 7165534866283496589, 7621625135607865632],[-9123157195004451173, -1437842286592318623, 5822550367273802612, 7980646562611457102, -4897603121647540987, 5702973465215933026, -2120106169563562849, -6389112740838714008],[6174630962339689656, 4072262284800616009, 8207144641640666750, -283351979326214159, 2524612290861860543, 3523040815783757218, 8327090255949430100, 4336342146871381025],[10854825915369768, -8169032021091623706, 7471728341147546948, 8554893311006311492, -4001583762504335545, -2495904766481723880, 7177702873161956278, 4479970521822333087],[-4675250151186534638, -5180661745581647958, -7614731698297530549, 8688097878595402405, -4607708285452599459, -3169582030604787141, 153907785934836929, -6808748239215545442],[7859359022819574694, -5428328194528897849, 7826059004229218254, 8876987228942585465, -423276641804940297, 2277418186884426311, 3256834656653445024, -7850397251653517443],[4254676942234571519, 220814692440998620, -117982282960599059, -1930510061564380758, 5783765762005967162, -1386494090993157695, 2826808847921255622, 6756796036812275810],[2273182897705303343, -7087989824065458935, 1051006007586673941, 1806197168584902168, -411132048957301755, -3325801614137313136, -7116834894049203870, 6429008957782232098]]","[[-4358039426347365173, 5051634602701267044, -8704954236674302971, -6350643964171751499, 1743661193831099765, -7073463967563468797, 2108718339341161530, 3382704917927612141],[5881390859804753980, 8631293975784448971, -8637156076206184434, 760816090092115758, -2985834232532320755, 5182198714044766115, -2184270908368475729, 871450066021475584],[-7306737716446339348, 3645284218266081080, -21527260795494653, -4678178268392236149, -2090187861026435173, -1084928279677300491, 616592214430702928, -8667930229565859644],[5401211422515264867, -1164561941603908683, -5097695704237625939, -2284103107815775434, 520005967635610302, -7857377695690848249, -2776511423384381030, 8551835644849762410],[6525100677863409990, -4260172406443788258, -7152440293232353861, -1656896412695109274, -8703021842744372090, -8290006167544320343, -4535856422975914529, -6643622129838646173],[-1086884972494528626, -4422471876565739465, 4726849445816173846, 5504841523825338123, -2123796048228573339, 604865739510017777, 3156291758512627067, -483274671810216425],[3873410374014630605, -7642402521561106369, -2991016395953279417, -7891931333391947280, -5918276489187664055, 1574493182906131782, -6673765883728160545, 5696431889477458282],[-8819758300178873989, -9126415136725207622, -8442975125185581573, -6571920458835217357, -3210089666283818306, 5309856452990149558, -6826005779211305322, -463375988744876753]]"
values_49,4,"[[4369590978534392637, 4165698534106612936, -6086184104170846151, -3302836943191530857],[-7365299694089364510, -5096728421950273204, 7922247524276718343, -2688159483357977447],[1653067728560448042, 5921012033539288759, -2228305040740729042, 6088889808430439133],[-8440040799931433244, -4534330864135848961, 1468911871793380303, 4695389676230104368]]","[[-8284215569693416164, 5746469101991670658, 6875575538034800541, -6413930503681190140],[-8010160271884619417, 553527197604116625, -5423272840501076256, -2193715872908846026],[8986145315552646278, 3928181874506620554, 105204123738140838, -4442857204947201545],[-3454013358783733586, 7537270346128612363, -2607358560685462472, -3419423011867308765]]"
values_86,2,"[[6891888758570675254, 1072159672914684003],[3703516884401948106, -2720905621165266043]]","[[-5324091306293287209, -8502498707233524099],[-3560116862021134620, -8583455126654032224]]"
values_37,4,"[[5571171936945700541, -7192301341629479735, -8340200767367654457, -7330222145732943625],[7645015785708318539, 4313022296006159559, -6421111577287683906, -1351654378072400842],[-8348198078322812589, -636655687837260429, 8591272726844447538, 6418139016563424871],[9138061344841269206, 8331568209751052192, 4850911119861079096, -5836257254481766827]]","[[4766978909311061338, -7892642489339646510, -4819569630969009889, 4988858300480730447],[5729759363762205851, -5622508558893061988, 7979423061980928048, 6220135872357189669],[-4528179213887080717, 252173356820186748, 8206593046071412998, -1749677510486363637],[6914957597463264241, -6603819126011108651, 5668833363248722377, -7028562322232931965]]"
values_56,7,"[[-3607768485353552581, 7038234626167453279, 6990772532781149452, -3410877464184029306, -886900341158476906, 6623702605064291021, -8125962088984832573],[4954380346115500357, -2013131618844476447, -5051786064151565350, 971675741560883873, 436240825007664271, 4610750111895580825, 4586040051517192906],[-577057659042637521, 7974466194670653569, 2239446355307799579, 3248730383337274327, 6402456760904299256, -5022715659451603914, 6259477019525153982],[-8070444591230493088, -8403464173936537897, -1103224306600719236, 1543009005828976853, -2824152153253891320, -8832176895860821002, 2371702841942733855],[4169936191890855014, 3024359831134293296, 1961147821907588651, -7988139223079524423, -1172790940664321933, -3463417720621561960, 1889645044296581455],[-6840862694881167532, -2496409940789380346, -1558962991970064275, -6181504160204847207, 5034720778335245100, 3896825320903923561, -7272650486818884492],[-3036635681868685789, 8576676054847963196, 8017787536349580849, 4500384115031079914, 5273052964477650761, 1813011777010978108, 6843670428151954631]]","[[-6857454492890220572, -3196183726070018996, 1182784526422678510, 1344987795614413504, -1226745987042971275, 6941767662451528337, 3914158052210214072],[-6229863386970900119, -8898295230351011871, -359286587898930951, -2822883014077201398, 6311842534562906913, 754140693008719204, 3205415155603903244],[-5976960772144242547, 3949391281667701167, 224371153742187459, 2898667062797487932, -7891224077139801894, 5037439084723496227, -1699750012721568094],[-307721271210115603, 7958866496730620658, 9199093902413664216, 5236030198116466857, -6195378374613416686, 1106556798614753902, 4203576256982085126],[-673421040138056289, 7767754521201194890, -3385112760438996361, 1791095672485065146, 4563079021738469663, 8483501047925972990, -1365346671896378634],[6123683727438637777, -2678667663469060652, -2437395651184922525, 7780020059848171414, 5781441924874210984, 4938489769382565683, -8810478425260311142],[1457291176025434703, -454876573839486062, 7014775319535800360, -1429248486328391738, -5772328674355607071, 8451617071810993198, 1257849398801724715]]"
values_63,6,"[[1932688512517241758, -5517882292271808371, -1692231979749526829, 2104534899737726174, -8388887752411258603, 8979279971273811432],[1936698333238026197, -8847337360806138201, 5077208121455274370, 7233910204376822871, 1429100642732436152, -2806608511681948070],[4449189111182323077, 6397129344612533187, -1249542715713126505, 4387044408874559769, -2281174621515416617, 2995731529302823453],[7161211834412958010, -2919467479827977124, 8855745678024614388, -3054148920585671814, 5033207916518708071, 1271757423647931386],[1700264377916093820, 2729317931103880322, -1278485994779562709, -4436991352236305193, -7747266792599046057, 3690732488448138460],[-7802469791098230445, 6180973565737225156, 8710776811917815337, -15823613897878203, 6847895401852767642, -6399024436538160148]]","[[-3240219263733149791, 3469824382648552011, 3511737836286405939, -4313917434412502917, -148998258528386013, -1140541169296967946],[-7506087098743409963, -1841987963616536958, -7179137872633420084, 1521243326915069858, 7804827516417923847, -1339603357701042013],[6119508290976634084, 942022403361384168, -3925325494912703613, 1008176831736793559, 2341350571705006996, -8913640649481347329],[-4710983788573573518, 2152245382268086095, -7991599072917433235, -7453419322225026725, -8067992878397741141, 1492311725502627440],[5379956279153524114, 1442539869067607300, -1864949820217455164, 2579135668720046620, 1222590179419991899, 5901997259164336243],[8547905100928804608, -1505725862309624241, -2405935003805213683, -2219797995774441662, 4826854223474416526, 76639219137871523]]"
values_35,5,"[[3514057915401469658, -8001582794626699784, 2847681120923811537, -1740228604878868331, 5864195778603742237],[-942086397994891271, 5286452151110416892, 4883139994091380836, 9121268749227461803, 1275384226084249582],[1994225414362003791, 8576906030367752469, -7204309545058304580, -8625284378154608804, 2806693379139581207],[-1196456344935444055, 1612524957936868628, -8068386955913157891, -6222863877316143905, -2862333314082913637],[8853846320994513510, -8494667663112636760, -5383157263263791708, -4465572209024409186, 1219641599134367984]]","[[-2825394010566731270, -3026101618894348465, -8813199801125435244, 2344311723921964441, -7980717224228259453],[3514051198722204442, -5468733781047265956, 7954255861436640348, 2322958509711705320, -3664582364961508387],[8253334227867061511, 5976495340779245146, -8135587806880427968, -6703712514565372325, -8464404953259823176],[8397529268807274669, 5519047140813220776, 2131134266908194012, 6050969015783956836, 404475425197590192],[8252018554496639726, -1509051659210440561, -6570252264348958624, 9177238032204088361, -157456458357204879]]"
values_97,4,"[[5951304206953217544, -8543371547206455323, 5623302441250879006, 8364123140121652194],[-6094896697362274064, 9166821266798774652, -3523095597623351540, -4828731184528767304],[5825689928741118220, -3504043541992995984, 7143374630231267136, 7221626548933392495],[-1039229076434045963, 1691790213457481005, -6219893925682830882, -1599553016990550988]]","[[-4791055772122385957, -8631975690647680209, -1469609167864497683, -8217795922095570267],[-3677468415333126695, 1200222592747970674, 6446215264284991164, -5870223881714374290],[-2883775756349444646, 597026108446455680, -1140333697885774656, -6922949771209923627],[4236464089744171687, -6827955142092281217, 5957685895322063698, 1004376798724234675]]"
values_75,4,"[[1826842071516724141, -8038096369406392751, 5934183897538194291, 2850197541872293406],[-2548505066153997473, -1762252319345811487, -6383756745620524034, -8461364554439229906],[-515350704829643388, 1407399673410673710, -1306342414018596221, -1774723186501420790],[-1022807445774336433, -942862787128038188, -1839101868721534586, 2108187964770096997]]","[[-6541566748218137227, 1778861471378909145, -1919759436040921357, 6611451005732029257],[6309378348085474981, 6473554207089670660, -2170579873220252871, -6273076454222057091],[-938752956561603196, -9086204236798105414, 1005764127104077756, 4344489900125100839],[-6195180960517397368, -6123787996952802746, -4865302442337460326, -3285254865146305411]]"
values_57,3,"[[-7691017114737464443, -5442777914160796649, 8652979460764351421],[5468137100500306059, -6695503830503111097, -5765745119324465607],[2175699142148637411, 5128380305244534409, 1202870832467488870]]","[[-7668569990378955560, 2921963741240926465, 5697800733188466243],[5330615784934282897, 8971447324730275716, 7317475092909438559],[-3859318532277152794, -9011616233625659559, -5377458856330859184]]"
